doc_id,label,label_id,thread_group_id,thread_group_size,thread_group_n_classes,split
doc_03796,comp.sys.mac.hardware,3,thread_group_02288,2,1,test
doc_03797,sci.electronics,6,thread_group_00886,8,1,train
doc_03798,comp.graphics,0,thread_group_02289,1,1,train
doc_03799,comp.sys.mac.hardware,3,thread_group_00404,11,1,train
doc_03800,sci.electronics,6,thread_group_00324,19,1,val
doc_03801,comp.sys.ibm.pc.hardware,2,thread_group_00055,8,1,train
doc_03802,comp.os.ms-windows.misc,1,thread_group_02290,2,1,train
doc_03803,sci.electronics,6,thread_group_02291,1,1,train
doc_03804,sci.crypt,5,thread_group_00118,234,1,train
doc_03805,comp.windows.x,4,thread_group_02292,1,1,train
doc_03806,comp.sys.ibm.pc.hardware,2,thread_group_02293,1,1,val
doc_03807,comp.windows.x,4,thread_group_02294,1,1,train
doc_03808,comp.graphics,0,thread_group_00928,11,1,train
doc_03809,sci.electronics,6,thread_group_00309,7,1,train
doc_03810,comp.sys.mac.hardware,3,thread_group_02295,1,1,train
doc_03811,comp.graphics,0,thread_group_02296,1,1,train
doc_03812,sci.electronics,6,thread_group_00062,3,1,train
doc_03813,sci.electronics,6,thread_group_02297,3,1,test
doc_03814,comp.os.ms-windows.misc,1,thread_group_02298,1,1,train
doc_03815,comp.windows.x,4,thread_group_02299,1,1,val
doc_03816,sci.electronics,6,thread_group_01016,8,1,val
doc_03817,sci.electronics,6,thread_group_01691,2,1,train
doc_03818,comp.graphics,0,thread_group_02300,1,1,train
doc_03819,comp.os.ms-windows.misc,1,thread_group_02301,1,1,train
doc_03820,comp.windows.x,4,thread_group_01284,4,1,train
doc_03821,comp.os.ms-windows.misc,1,thread_group_02302,1,1,val
doc_03822,comp.sys.ibm.pc.hardware,2,thread_group_02303,1,1,val
doc_03823,comp.sys.ibm.pc.hardware,2,thread_group_02304,1,1,train
doc_03824,sci.crypt,5,thread_group_00136,32,1,test
doc_03825,comp.windows.x,4,thread_group_02305,1,1,train
doc_03826,sci.electronics,6,thread_group_00655,3,1,train
doc_03827,sci.electronics,6,thread_group_02306,1,1,train
doc_03828,sci.crypt,5,thread_group_00084,27,1,test
doc_03829,comp.windows.x,4,thread_group_02307,2,1,train
doc_03830,comp.windows.x,4,thread_group_02308,2,1,test
doc_03831,comp.os.ms-windows.misc,1,thread_group_02309,2,1,val
doc_03832,comp.graphics,0,thread_group_02310,1,1,train
doc_03833,sci.electronics,6,thread_group_02311,1,1,train
doc_03834,comp.windows.x,4,thread_group_02312,1,1,val
doc_03835,sci.electronics,6,thread_group_02313,1,1,train
doc_03836,comp.graphics,0,thread_group_02314,2,1,val
doc_03837,comp.os.ms-windows.misc,1,thread_group_01853,2,1,test
doc_03838,comp.os.ms-windows.misc,1,thread_group_02315,1,1,train
doc_03839,comp.graphics,0,thread_group_02316,5,1,train
doc_03840,comp.os.ms-windows.misc,1,thread_group_03615,2,1,train
doc_03841,sci.electronics,6,thread_group_02317,1,1,train
doc_03842,comp.graphics,0,thread_group_02318,1,1,val
doc_03843,comp.graphics,0,thread_group_02319,19,1,train
doc_03844,comp.sys.ibm.pc.hardware,2,thread_group_02320,2,1,val
doc_03845,sci.electronics,6,thread_group_02321,1,1,train
doc_03846,comp.os.ms-windows.misc,1,thread_group_02322,2,1,train
doc_03847,sci.crypt,5,thread_group_00118,234,1,train
doc_03848,comp.sys.ibm.pc.hardware,2,thread_group_02323,1,1,train
doc_03849,comp.os.ms-windows.misc,1,thread_group_02324,2,1,test
doc_03850,sci.electronics,6,thread_group_02275,21,1,train
doc_03851,comp.windows.x,4,thread_group_02325,1,1,test
doc_03852,comp.sys.mac.hardware,3,thread_group_02326,1,1,train
doc_03853,comp.graphics,0,thread_group_02327,1,1,train
doc_03854,sci.electronics,6,thread_group_00851,2,1,train
doc_03855,comp.os.ms-windows.misc,1,thread_group_02328,2,1,val
doc_03856,comp.sys.ibm.pc.hardware,2,thread_group_02329,1,1,train
doc_03857,sci.crypt,5,thread_group_00149,10,1,train
doc_03858,comp.sys.mac.hardware,3,thread_group_03727,2,1,val
doc_03859,comp.windows.x,4,thread_group_02330,1,1,train
doc_03860,sci.electronics,6,thread_group_02331,1,1,train
doc_03861,comp.os.ms-windows.misc,1,thread_group_00413,10,1,train
doc_03862,sci.crypt,5,thread_group_01447,2,1,test
doc_03863,comp.windows.x,4,thread_group_02332,1,1,train
doc_03864,comp.graphics,0,thread_group_02168,5,1,train
doc_03865,comp.windows.x,4,thread_group_02333,2,1,train
doc_03866,comp.graphics,0,thread_group_00314,6,1,train
doc_03867,comp.sys.ibm.pc.hardware,2,thread_group_02334,1,1,val
doc_03868,comp.os.ms-windows.misc,1,thread_group_02335,1,1,train
doc_03869,comp.sys.mac.hardware,3,thread_group_02336,1,1,train
doc_03870,sci.crypt,5,thread_group_00118,234,1,train
doc_03871,sci.crypt,5,thread_group_00149,10,1,train
doc_03872,comp.sys.mac.hardware,3,thread_group_02337,4,1,test
doc_03873,comp.os.ms-windows.misc,1,thread_group_02338,1,1,val
doc_03874,comp.sys.mac.hardware,3,thread_group_02339,1,1,train
doc_03875,sci.electronics,6,thread_group_02340,2,1,train
doc_03876,sci.crypt,5,thread_group_00118,234,1,train
doc_03877,comp.sys.ibm.pc.hardware,2,thread_group_02341,1,1,train
doc_03878,comp.sys.ibm.pc.hardware,2,thread_group_00960,2,1,train
doc_03879,comp.os.ms-windows.misc,1,thread_group_02342,1,1,train
doc_03880,comp.sys.ibm.pc.hardware,2,thread_group_00525,2,1,train
doc_03881,comp.graphics,0,thread_group_00426,2,1,train
doc_03882,comp.os.ms-windows.misc,1,thread_group_02427,4,1,train
doc_03883,sci.electronics,6,thread_group_02343,2,1,val
doc_03884,comp.graphics,0,thread_group_02344,1,1,test
doc_03885,comp.sys.ibm.pc.hardware,2,thread_group_02345,1,1,val
doc_03886,comp.os.ms-windows.misc,1,thread_group_02346,1,1,train
doc_03887,comp.graphics,0,thread_group_02518,2,1,test
doc_03888,comp.sys.ibm.pc.hardware,2,thread_group_03386,2,1,train
doc_03889,comp.sys.ibm.pc.hardware,2,thread_group_02347,1,1,train
doc_03890,sci.crypt,5,thread_group_02717,14,1,train
doc_03891,comp.os.ms-windows.misc,1,thread_group_02348,1,1,train
doc_03892,comp.graphics,0,thread_group_00449,5,1,train
doc_03893,comp.graphics,0,thread_group_00745,3,1,val
doc_03894,comp.sys.mac.hardware,3,thread_group_02349,2,1,train
doc_03895,sci.crypt,5,thread_group_02350,1,1,train
doc_03896,comp.windows.x,4,thread_group_02351,1,1,train
doc_03897,sci.crypt,5,thread_group_00266,10,1,train
doc_03898,comp.sys.ibm.pc.hardware,2,thread_group_02352,1,1,train
doc_03899,comp.windows.x,4,thread_group_02353,1,1,train
doc_03900,sci.crypt,5,thread_group_00779,38,1,train
doc_03901,comp.sys.ibm.pc.hardware,2,thread_group_02354,2,1,train
doc_03902,comp.windows.x,4,thread_group_01937,2,1,val
doc_03903,comp.sys.ibm.pc.hardware,2,thread_group_02355,1,1,train
doc_03904,comp.graphics,0,thread_group_02356,1,1,train
doc_03905,comp.os.ms-windows.misc,1,thread_group_00419,9,1,train
doc_03906,sci.electronics,6,thread_group_02357,2,1,train
doc_03907,comp.sys.ibm.pc.hardware,2,thread_group_02358,2,1,train
doc_03908,comp.sys.ibm.pc.hardware,2,thread_group_02359,1,1,test
doc_03909,comp.sys.mac.hardware,3,thread_group_02360,2,1,train
doc_03910,sci.crypt,5,thread_group_01828,7,1,test
doc_03911,comp.sys.ibm.pc.hardware,2,thread_group_02361,1,1,train
doc_03912,comp.os.ms-windows.misc,1,thread_group_02362,1,1,test
doc_03913,sci.electronics,6,thread_group_02363,1,1,val
doc_03914,comp.graphics,0,thread_group_02364,1,1,val
doc_03915,comp.sys.mac.hardware,3,thread_group_02365,3,1,train
doc_03916,comp.windows.x,4,thread_group_02366,1,1,train
doc_03917,sci.crypt,5,thread_group_00118,234,1,train
doc_03918,comp.sys.ibm.pc.hardware,2,thread_group_02367,1,1,train
doc_03919,comp.graphics,0,thread_group_00065,26,1,train
doc_03920,sci.electronics,6,thread_group_02368,1,1,train
doc_03921,comp.graphics,0,thread_group_02369,1,1,train
doc_03922,sci.crypt,5,thread_group_00136,32,1,test
doc_03923,comp.windows.x,4,thread_group_00694,5,1,test
doc_03924,comp.os.ms-windows.misc,1,thread_group_02370,3,1,test
doc_03925,comp.sys.mac.hardware,3,thread_group_00386,5,1,train
doc_03926,sci.crypt,5,thread_group_00231,47,1,val
doc_03927,comp.windows.x,4,thread_group_03437,2,1,train
doc_03928,sci.crypt,5,thread_group_00391,31,1,train
doc_03929,comp.sys.mac.hardware,3,thread_group_02371,1,1,test
doc_03930,sci.crypt,5,thread_group_00479,18,1,train
doc_03931,comp.sys.mac.hardware,3,thread_group_02372,1,1,test
doc_03932,comp.os.ms-windows.misc,1,thread_group_00413,10,1,train
doc_03933,comp.windows.x,4,thread_group_02373,1,1,test
doc_03934,sci.crypt,5,thread_group_00797,5,1,test
doc_03935,comp.graphics,0,thread_group_02374,1,1,train
doc_03936,comp.os.ms-windows.misc,1,thread_group_02375,1,1,train
doc_03937,comp.os.ms-windows.misc,1,thread_group_02376,1,1,train
doc_03938,sci.crypt,5,thread_group_00136,32,1,test
doc_03939,comp.graphics,0,thread_group_02377,1,1,train
doc_03940,comp.sys.mac.hardware,3,thread_group_02084,4,1,train
doc_03941,sci.electronics,6,thread_group_02378,2,1,train
doc_03942,comp.windows.x,4,thread_group_02379,2,1,train
doc_03943,comp.sys.ibm.pc.hardware,2,thread_group_02380,1,1,test
doc_03944,sci.crypt,5,thread_group_00118,234,1,train
doc_03945,sci.crypt,5,thread_group_00149,10,1,train
doc_03946,sci.electronics,6,thread_group_03067,3,1,train
doc_03947,comp.os.ms-windows.misc,1,thread_group_02381,1,1,train
doc_03948,sci.crypt,5,thread_group_00118,234,1,train
doc_03949,sci.crypt,5,thread_group_01029,7,1,train
doc_03950,comp.graphics,0,thread_group_02382,1,1,train
doc_03951,comp.os.ms-windows.misc,1,thread_group_02383,3,1,train
doc_03952,comp.sys.mac.hardware,3,thread_group_02337,4,1,test
doc_03953,comp.windows.x,4,thread_group_01125,2,1,train
doc_03954,comp.os.ms-windows.misc,1,thread_group_00157,6,1,train
doc_03955,sci.electronics,6,thread_group_02384,1,1,val
doc_03956,comp.sys.mac.hardware,3,thread_group_00742,4,1,train
doc_03957,comp.sys.mac.hardware,3,thread_group_02385,1,1,train
doc_03958,comp.sys.ibm.pc.hardware,2,thread_group_00667,5,1,test
doc_03959,comp.windows.x,4,thread_group_02386,1,1,val
doc_03960,sci.crypt,5,thread_group_00479,18,1,train
doc_03961,comp.graphics,0,thread_group_01265,7,1,train
doc_03962,comp.os.ms-windows.misc,1,thread_group_01009,4,1,train
doc_03963,sci.electronics,6,thread_group_00615,6,1,train
doc_03964,comp.sys.ibm.pc.hardware,2,thread_group_03205,2,1,train
doc_03965,comp.windows.x,4,thread_group_02387,1,1,train
doc_03966,sci.electronics,6,thread_group_02388,1,1,train
doc_03967,sci.electronics,6,thread_group_02389,1,1,train
doc_03968,comp.graphics,0,thread_group_02390,2,1,val
doc_03969,comp.os.ms-windows.misc,1,thread_group_00321,11,1,val
doc_03970,sci.electronics,6,thread_group_00235,3,1,train
doc_03971,comp.sys.ibm.pc.hardware,2,thread_group_03315,2,1,train
doc_03972,comp.sys.mac.hardware,3,thread_group_02391,2,1,train
doc_03973,sci.electronics,6,thread_group_00550,13,1,test
doc_03974,comp.sys.ibm.pc.hardware,2,thread_group_02392,1,1,train
doc_03975,comp.windows.x,4,thread_group_02393,1,1,train
doc_03976,comp.windows.x,4,thread_group_02394,1,1,val
doc_03977,comp.sys.ibm.pc.hardware,2,thread_group_02136,3,1,train
doc_03978,sci.electronics,6,thread_group_02395,4,1,train
doc_03979,comp.sys.ibm.pc.hardware,2,thread_group_02396,1,1,val
doc_03980,sci.crypt,5,thread_group_00477,8,1,train
doc_03981,sci.electronics,6,thread_group_02397,1,1,train
doc_03982,sci.electronics,6,thread_group_01809,3,1,val
doc_03983,comp.os.ms-windows.misc,1,thread_group_02370,3,1,test
doc_03984,comp.graphics,0,thread_group_02398,1,1,test
doc_03985,sci.crypt,5,thread_group_00136,32,1,test
doc_03986,sci.electronics,6,thread_group_02399,1,1,train
doc_03987,comp.graphics,0,thread_group_01634,4,1,train
doc_03988,sci.crypt,5,thread_group_02042,6,1,train
doc_03989,comp.windows.x,4,thread_group_02400,1,1,train
doc_03990,comp.os.ms-windows.misc,1,thread_group_02401,2,1,train
doc_03991,comp.os.ms-windows.misc,1,thread_group_01975,2,1,test
doc_03992,comp.windows.x,4,thread_group_02402,4,1,train
doc_03993,sci.electronics,6,thread_group_02403,1,1,train
doc_03994,comp.sys.mac.hardware,3,thread_group_00906,6,1,train
doc_03995,comp.sys.mac.hardware,3,thread_group_02404,1,1,train
doc_03996,comp.sys.mac.hardware,3,thread_group_01093,3,1,train
doc_03997,comp.sys.ibm.pc.hardware,2,thread_group_02405,1,1,train
doc_03998,comp.graphics,0,thread_group_01174,3,1,train
doc_03999,comp.sys.ibm.pc.hardware,2,thread_group_00250,3,1,train
doc_04000,comp.sys.mac.hardware,3,thread_group_01461,4,1,train
doc_04001,comp.os.ms-windows.misc,1,thread_group_02406,1,1,train
doc_04002,sci.electronics,6,thread_group_02407,1,1,train
doc_04003,comp.windows.x,4,thread_group_02408,1,1,train
doc_04004,sci.crypt,5,thread_group_00118,234,1,train
doc_04005,comp.sys.mac.hardware,3,thread_group_02409,3,1,train
doc_04006,comp.graphics,0,thread_group_00645,2,1,test
doc_04007,comp.os.ms-windows.misc,1,thread_group_02410,1,1,train
doc_04008,comp.windows.x,4,thread_group_00007,5,1,train
doc_04009,sci.electronics,6,thread_group_01359,3,1,train
doc_04010,comp.windows.x,4,thread_group_00918,14,1,train
doc_04011,sci.electronics,6,thread_group_02411,1,1,train
doc_04012,sci.electronics,6,thread_group_01593,2,1,train
doc_04013,comp.sys.ibm.pc.hardware,2,thread_group_02412,3,1,train
doc_04014,comp.graphics,0,thread_group_00065,26,1,train
doc_04015,sci.crypt,5,thread_group_02413,1,1,train
doc_04016,comp.os.ms-windows.misc,1,thread_group_02414,1,1,val
doc_04017,sci.crypt,5,thread_group_01029,7,1,train
doc_04018,comp.os.ms-windows.misc,1,thread_group_02415,1,1,val
doc_04019,comp.sys.mac.hardware,3,thread_group_02258,3,1,train
doc_04020,comp.windows.x,4,thread_group_02416,1,1,val
doc_04021,comp.os.ms-windows.misc,1,thread_group_01148,8,1,train
doc_04022,sci.electronics,6,thread_group_02417,1,1,train
doc_04023,comp.sys.mac.hardware,3,thread_group_02418,1,1,train
doc_04024,comp.sys.ibm.pc.hardware,2,thread_group_02419,1,1,train
doc_04025,comp.graphics,0,thread_group_02420,1,1,train
doc_04026,comp.graphics,0,thread_group_02421,1,1,train
doc_04027,comp.windows.x,4,thread_group_01333,4,1,train
doc_04028,comp.graphics,0,thread_group_00928,11,1,train
doc_04029,sci.electronics,6,thread_group_00255,17,1,train
doc_04030,comp.sys.ibm.pc.hardware,2,thread_group_02422,1,1,train
doc_04031,sci.electronics,6,thread_group_02940,2,1,test
doc_04032,comp.os.ms-windows.misc,1,thread_group_02423,2,1,train
doc_04033,comp.sys.mac.hardware,3,thread_group_02424,2,1,train
doc_04034,sci.electronics,6,thread_group_02097,3,1,train
doc_04035,sci.crypt,5,thread_group_01730,4,1,train
doc_04036,comp.sys.ibm.pc.hardware,2,thread_group_02276,2,1,val
doc_04037,comp.sys.mac.hardware,3,thread_group_00430,27,1,train
doc_04038,sci.crypt,5,thread_group_00118,234,1,train
doc_04039,comp.sys.mac.hardware,3,thread_group_01014,7,1,train
doc_04040,comp.os.ms-windows.misc,1,thread_group_01053,14,1,train
doc_04041,comp.sys.ibm.pc.hardware,2,thread_group_02425,1,1,train
doc_04042,sci.crypt,5,thread_group_00118,234,1,train
doc_04043,comp.graphics,0,thread_group_02426,1,1,train
doc_04044,comp.os.ms-windows.misc,1,thread_group_02427,4,1,train
doc_04045,comp.sys.mac.hardware,3,thread_group_00430,27,1,train
doc_04046,sci.electronics,6,thread_group_02428,1,1,train
doc_04047,comp.graphics,0,thread_group_02314,2,1,val
doc_04048,sci.electronics,6,thread_group_01064,4,1,train
doc_04049,comp.graphics,0,thread_group_02429,2,1,train
doc_04050,comp.sys.ibm.pc.hardware,2,thread_group_02430,1,1,test
doc_04051,comp.windows.x,4,thread_group_00357,2,1,train
doc_04052,sci.crypt,5,thread_group_02717,14,1,train
doc_04053,comp.graphics,0,thread_group_02431,1,1,test
doc_04054,comp.sys.mac.hardware,3,thread_group_01221,3,1,train
doc_04055,comp.os.ms-windows.misc,1,thread_group_02432,1,1,train
doc_04056,sci.crypt,5,thread_group_00136,32,1,test
doc_04057,comp.graphics,0,thread_group_02203,2,1,test
doc_04058,comp.sys.mac.hardware,3,thread_group_02433,1,1,train
doc_04059,comp.windows.x,4,thread_group_02434,1,1,val
doc_04060,comp.os.ms-windows.misc,1,thread_group_02435,1,1,train
doc_04061,sci.crypt,5,thread_group_02436,2,1,train
doc_04062,sci.crypt,5,thread_group_01719,3,1,train
doc_04063,sci.electronics,6,thread_group_02437,2,1,train
doc_04064,sci.electronics,6,thread_group_00255,17,1,train
doc_04065,comp.os.ms-windows.misc,1,thread_group_01954,9,1,train
doc_04066,comp.sys.ibm.pc.hardware,2,thread_group_02438,2,1,train
doc_04067,comp.graphics,0,thread_group_00065,26,1,train
doc_04068,sci.crypt,5,thread_group_02439,1,1,train
doc_04069,comp.sys.mac.hardware,3,thread_group_02440,1,1,train
doc_04070,comp.windows.x,4,thread_group_01864,3,1,train
doc_04071,sci.crypt,5,thread_group_00118,234,1,train
doc_04072,comp.os.ms-windows.misc,1,thread_group_02441,1,1,test
doc_04073,comp.graphics,0,thread_group_03485,2,1,train
doc_04074,comp.sys.ibm.pc.hardware,2,thread_group_02442,2,1,val
doc_04075,sci.crypt,5,thread_group_02443,1,1,train
doc_04076,comp.os.ms-windows.misc,1,thread_group_00419,9,1,train
doc_04077,comp.sys.ibm.pc.hardware,2,thread_group_02444,2,1,test
doc_04078,sci.electronics,6,thread_group_02445,1,1,val
doc_04079,comp.graphics,0,thread_group_02446,1,1,train
doc_04080,comp.sys.ibm.pc.hardware,2,thread_group_02447,1,1,train
doc_04081,comp.windows.x,4,thread_group_02448,1,1,val
doc_04082,sci.crypt,5,thread_group_00779,38,1,train
doc_04083,comp.sys.mac.hardware,3,thread_group_02047,8,1,train
doc_04084,sci.crypt,5,thread_group_00118,234,1,train
doc_04085,sci.electronics,6,thread_group_02097,3,1,train
doc_04086,sci.crypt,5,thread_group_02449,1,1,train
doc_04087,sci.crypt,5,thread_group_00118,234,1,train
doc_04088,comp.os.ms-windows.misc,1,thread_group_02450,1,1,train
doc_04089,sci.crypt,5,thread_group_00149,10,1,train
doc_04090,sci.crypt,5,thread_group_01756,8,1,test
doc_04091,sci.electronics,6,thread_group_00288,8,1,train
doc_04092,comp.sys.mac.hardware,3,thread_group_02451,1,1,train
doc_04093,sci.crypt,5,thread_group_02452,1,1,train
doc_04094,sci.crypt,5,thread_group_00118,234,1,train
doc_04095,comp.graphics,0,thread_group_02249,4,1,train
doc_04096,comp.os.ms-windows.misc,1,thread_group_01053,14,1,train
doc_04097,comp.graphics,0,thread_group_00311,3,1,val
doc_04098,sci.crypt,5,thread_group_02453,1,1,train
doc_04099,sci.electronics,6,thread_group_01186,7,1,train
doc_04100,sci.crypt,5,thread_group_02454,1,1,train
doc_04101,sci.crypt,5,thread_group_00266,10,1,train
doc_04102,comp.windows.x,4,thread_group_00227,2,1,train
doc_04103,sci.electronics,6,thread_group_02455,1,1,test
doc_04104,comp.sys.mac.hardware,3,thread_group_02456,1,1,test
doc_04105,comp.os.ms-windows.misc,1,thread_group_00335,13,1,train
doc_04106,comp.graphics,0,thread_group_01083,20,1,train
doc_04107,comp.sys.mac.hardware,3,thread_group_02457,2,1,train
doc_04108,comp.windows.x,4,thread_group_02458,1,1,test
doc_04109,sci.crypt,5,thread_group_00378,2,1,train
doc_04110,comp.windows.x,4,thread_group_02459,1,1,val
doc_04111,comp.sys.mac.hardware,3,thread_group_03248,2,1,train
doc_04112,sci.electronics,6,thread_group_00509,46,1,train
doc_04113,comp.sys.ibm.pc.hardware,2,thread_group_02460,1,1,train
doc_04114,sci.electronics,6,thread_group_02461,1,1,train
doc_04115,comp.sys.mac.hardware,3,thread_group_02337,4,1,test
doc_04116,comp.graphics,0,thread_group_00946,3,1,train
doc_04117,sci.crypt,5,thread_group_00118,234,1,train
doc_04118,comp.windows.x,4,thread_group_02462,1,1,test
doc_04119,comp.graphics,0,thread_group_00807,2,1,test
doc_04120,comp.windows.x,4,thread_group_02463,2,1,test
doc_04121,comp.graphics,0,thread_group_01083,20,1,train
doc_04122,comp.sys.mac.hardware,3,thread_group_02464,1,1,test
doc_04123,comp.os.ms-windows.misc,1,thread_group_01904,2,1,train
doc_04124,comp.windows.x,4,thread_group_00918,14,1,train
doc_04125,comp.sys.mac.hardware,3,thread_group_00519,5,1,val
doc_04126,comp.sys.ibm.pc.hardware,2,thread_group_02465,1,1,train
doc_04127,comp.sys.ibm.pc.hardware,2,thread_group_02466,2,1,train
doc_04128,comp.os.ms-windows.misc,1,thread_group_02467,1,1,train
doc_04129,comp.sys.mac.hardware,3,thread_group_02468,1,1,train
doc_04130,comp.sys.ibm.pc.hardware,2,thread_group_00101,8,1,train
doc_04131,comp.windows.x,4,thread_group_02469,1,1,train
doc_04132,comp.sys.mac.hardware,3,thread_group_02470,2,1,val
doc_04133,comp.graphics,0,thread_group_02471,3,1,train
doc_04134,comp.graphics,0,thread_group_02472,1,1,train
doc_04135,comp.sys.mac.hardware,3,thread_group_02645,2,1,train
doc_04136,comp.sys.ibm.pc.hardware,2,thread_group_02473,3,1,train
doc_04137,sci.crypt,5,thread_group_01243,7,1,train
doc_04138,sci.crypt,5,thread_group_00825,4,1,train
doc_04139,comp.os.ms-windows.misc,1,thread_group_02474,1,1,test
doc_04140,comp.windows.x,4,thread_group_00653,3,1,test
doc_04141,comp.graphics,0,thread_group_01265,7,1,train
doc_04142,comp.sys.ibm.pc.hardware,2,thread_group_02475,1,1,train
doc_04143,comp.sys.ibm.pc.hardware,2,thread_group_02476,1,1,train
doc_04144,comp.sys.mac.hardware,3,thread_group_01672,2,1,val
doc_04145,comp.sys.mac.hardware,3,thread_group_02477,3,1,train
doc_04146,comp.sys.ibm.pc.hardware,2,thread_group_02478,1,1,train
doc_04147,comp.graphics,0,thread_group_02479,1,1,test
doc_04148,comp.sys.ibm.pc.hardware,2,thread_group_01260,2,1,train
doc_04149,comp.windows.x,4,thread_group_02480,1,1,train
doc_04150,comp.sys.ibm.pc.hardware,2,thread_group_02481,1,1,train
doc_04151,comp.graphics,0,thread_group_02482,1,1,train
doc_04152,comp.sys.mac.hardware,3,thread_group_02483,1,1,test
doc_04153,sci.electronics,6,thread_group_02484,1,1,val
doc_04154,comp.sys.ibm.pc.hardware,2,thread_group_03308,2,1,train
doc_04155,comp.os.ms-windows.misc,1,thread_group_02485,1,1,train
doc_04156,comp.sys.ibm.pc.hardware,2,thread_group_02486,1,1,train
doc_04157,comp.os.ms-windows.misc,1,thread_group_00385,4,1,test
doc_04158,sci.crypt,5,thread_group_00266,10,1,train
doc_04159,comp.os.ms-windows.misc,1,thread_group_00835,14,1,train
doc_04160,comp.os.ms-windows.misc,1,thread_group_01992,2,1,val
doc_04161,comp.sys.mac.hardware,3,thread_group_02487,1,1,test
doc_04162,comp.windows.x,4,thread_group_02488,2,1,train
doc_04163,comp.sys.mac.hardware,3,thread_group_01221,3,1,train
doc_04164,sci.crypt,5,thread_group_02489,1,1,val
doc_04165,comp.sys.mac.hardware,3,thread_group_02490,1,1,val
doc_04166,comp.graphics,0,thread_group_02491,1,1,train
doc_04167,sci.crypt,5,thread_group_00231,47,1,val
doc_04168,comp.os.ms-windows.misc,1,thread_group_02492,2,1,val
doc_04169,comp.sys.ibm.pc.hardware,2,thread_group_02493,1,1,train
doc_04170,comp.os.ms-windows.misc,1,thread_group_02494,1,1,train
doc_04171,comp.windows.x,4,thread_group_00205,26,1,test
doc_04172,sci.electronics,6,thread_group_02731,3,1,train
doc_04173,sci.electronics,6,thread_group_00509,46,1,train
doc_04174,comp.sys.ibm.pc.hardware,2,thread_group_02495,1,1,test
doc_04175,sci.crypt,5,thread_group_02496,1,1,train
doc_04176,comp.sys.ibm.pc.hardware,2,thread_group_02497,1,1,train
doc_04177,comp.os.ms-windows.misc,1,thread_group_02498,2,1,train
doc_04178,comp.graphics,0,thread_group_00940,4,1,train
doc_04179,comp.graphics,0,thread_group_02499,1,1,train
doc_04180,sci.electronics,6,thread_group_00999,6,1,train
doc_04181,comp.sys.mac.hardware,3,thread_group_02500,1,1,val
doc_04182,comp.sys.mac.hardware,3,thread_group_01835,4,1,train
doc_04183,comp.graphics,0,thread_group_02501,1,1,val
doc_04184,comp.windows.x,4,thread_group_00193,3,1,train
doc_04185,comp.os.ms-windows.misc,1,thread_group_00088,7,1,train
doc_04186,comp.sys.mac.hardware,3,thread_group_03150,2,1,train
doc_04187,comp.sys.mac.hardware,3,thread_group_02502,1,1,train
doc_04188,sci.crypt,5,thread_group_00231,47,1,val
doc_04189,comp.os.ms-windows.misc,1,thread_group_02427,4,1,train
doc_04190,sci.crypt,5,thread_group_02503,1,1,train
doc_04191,comp.sys.mac.hardware,3,thread_group_00243,9,1,train
doc_04192,comp.sys.ibm.pc.hardware,2,thread_group_02504,2,1,train
doc_04193,comp.graphics,0,thread_group_01312,8,1,train
doc_04194,sci.crypt,5,thread_group_00391,31,1,train
doc_04195,sci.electronics,6,thread_group_02505,1,1,train
doc_04196,comp.sys.mac.hardware,3,thread_group_02198,3,1,train
doc_04197,comp.windows.x,4,thread_group_01247,14,1,train
doc_04198,sci.electronics,6,thread_group_00045,4,1,test
doc_04199,comp.windows.x,4,thread_group_02506,1,1,test
doc_04200,sci.electronics,6,thread_group_02507,2,1,train
doc_04201,comp.graphics,0,thread_group_02508,1,1,train
doc_04202,comp.os.ms-windows.misc,1,thread_group_00220,5,1,train
doc_04203,comp.windows.x,4,thread_group_01247,14,1,train
doc_04204,sci.crypt,5,thread_group_01957,3,1,val
doc_04205,comp.sys.mac.hardware,3,thread_group_00036,3,1,train
doc_04206,comp.sys.mac.hardware,3,thread_group_03546,2,1,val
doc_04207,comp.sys.ibm.pc.hardware,2,thread_group_02509,1,1,val
doc_04208,comp.windows.x,4,thread_group_02510,1,1,train
doc_04209,sci.crypt,5,thread_group_00118,234,1,train
doc_04210,comp.sys.mac.hardware,3,thread_group_00771,5,1,train
doc_04211,sci.electronics,6,thread_group_03605,2,1,train
doc_04212,comp.windows.x,4,thread_group_01001,3,1,train
doc_04213,comp.windows.x,4,thread_group_00205,26,1,test
doc_04214,comp.os.ms-windows.misc,1,thread_group_01466,5,1,test
doc_04215,comp.windows.x,4,thread_group_00520,4,1,val
doc_04216,comp.os.ms-windows.misc,1,thread_group_00212,7,1,train
doc_04217,sci.crypt,5,thread_group_00391,31,1,train
doc_04218,sci.crypt,5,thread_group_02511,1,1,train
doc_04219,comp.windows.x,4,thread_group_02512,1,1,train
doc_04220,comp.graphics,0,thread_group_02513,1,1,train
doc_04221,comp.sys.ibm.pc.hardware,2,thread_group_02514,1,1,test
doc_04222,comp.sys.ibm.pc.hardware,2,thread_group_02515,1,1,train
doc_04223,sci.crypt,5,thread_group_02516,1,1,test
doc_04224,comp.graphics,0,thread_group_01677,3,1,train
doc_04225,comp.graphics,0,thread_group_02517,3,1,train
doc_04226,comp.graphics,0,thread_group_02518,2,1,test
